CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
40823209,COMIC STRIP LIVE,Manhattan,1568,2 AVENUE,10028,2128619386,American,43897,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,19,B,43897,44084,Cycle Inspection / Re-inspection,40.77488756,-73.95390436,108,5,13800,1049839,1015440004,MN32
50085130,RAMEN DANBO,Brooklyn,52,7 AVENUE,11217,7187830150,Japanese,43892,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,20,B,43892,44084,Cycle Inspection / Re-inspection,40.67608786,-73.9743601,306,39,15900,3019492,3009480045,BK37
50101211,HAI WEI XUAN BBQ,Brooklyn,773,51 STREET,11220,9293970099,Chinese,43892,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,27,B,43892,44084,Pre-permit (Operational) / Re-inspection,40.64089159,-74.00484637,307,38,10800,3397579,3007947501,BK34
50085130,RAMEN DANBO,Brooklyn,52,7 AVENUE,11217,7187830150,Japanese,43892,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,B,43892,44084,Cycle Inspection / Re-inspection,40.67608786,-73.9743601,306,39,15900,3019492,3009480045,BK37
50058038,OPEN RICE CHINESE SEAFOOD RESTAURANT,Brooklyn,4418,8 AVENUE,11220,7186336366,Chinese,43886,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,24,B,43886,44084,Cycle Inspection / Re-inspection,40.64431992,-74.00038557,307,38,9400,3337173,3007410047,BK34
41253818,RUBY TUESDAY,Manhattan,7,TIMES SQUARE,10036,2123823898,American,43847,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,27,B,43847,44084,Cycle Inspection / Re-inspection,40.75590782,-73.98668095,105,3,11300,1086069,1009940001,MN17
41639772,AM THAI BISTRO,Brooklyn,1003,CHURCH AVENUE,11218,7182878888,Thai,43906,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,26,B,43906,44084,Cycle Inspection / Re-inspection,40.64666282,-73.97016248,314,40,50600,3116332,3050710044,BK42
50082989,DOUBLE DRAGON,Bronx,182,EAST  166 STREET,10456,7184102838,Chinese,43885,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,-1,B,43885,44084,Cycle Inspection / Re-inspection,40.8315911,-73.91884171,204,16,18102,2002727,2024560008,BX14
50064266,YUMI BAKERY,Brooklyn,6305,20 AVENUE,11204,9179393373,Chinese,43836,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,25,B,43836,44084,Cycle Inspection / Re-inspection,40.61754081,-73.98478161,311,47,25400,3133259,3055420009,BK28
50047854,TAKUMEN,Queens,550,50TH AVE,11101,7183617973,Japanese,43859,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27,B,43859,44084,Cycle Inspection / Re-inspection,40.74309313,-73.95607007,402,26,700,4000179,4000330045,QN31
40387237,FLATS FIX / TACO Y TEQUILA BAR,Manhattan,14,EAST   23 STREET,10010,2123532400,Mexican,43893,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,27,B,43893,44084,Cycle Inspection / Re-inspection,40.74111376,-73.9885857,105,2,5600,1016302,1008510062,MN13
50064266,YUMI BAKERY,Brooklyn,6305,20 AVENUE,11204,9179393373,Chinese,43836,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,25,B,43836,44084,Cycle Inspection / Re-inspection,40.61754081,-73.98478161,311,47,25400,3133259,3055420009,BK28
40762853,GREAT N.Y. NOODLETOWN,Manhattan,28,BOWERY,10013,2123490923,Chinese,43896,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,23,B,43896,44084,Cycle Inspection / Re-inspection,40.71497039,-73.99686167,103,1,2900,1001801,1001630033,MN27
50036864,PRESTO FRESH CAFE,Manhattan,559,LENOX AVENUE,10037,3476849436,Spanish,43868,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,26,B,43868,44084,Cycle Inspection / Re-inspection,40.81631,-73.93925822,110,9,23000,1060031,1020077501,MN03
41299914,CHUNG MOO ROLL RICE & DONGA,Queens,39-04,UNION STREET,11354,7183086582,Korean,43843,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,25,B,43843,44084,Cycle Inspection / Re-inspection,40.76097101,-73.82682102,407,20,87100,4112500,4049800044,QN22
50087355,CHONG QING HOT POT,Queens,3704,PRINCE ST,11354,9175637171,Chinese,43879,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,-1,B,43879,44084,Cycle Inspection / Re-inspection,40.76071382,-73.83292581,407,20,87100,4532160,4049720040,QN22
41706342,ROCKAWAY CAFE,Queens,0,JFK BUILDING 250,11430,7182900840,American,43872,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,18,B,43872,44084,Cycle Inspection / Re-inspection,40.65305472,-73.76787539,483,28,71600,4542328,4142600001,QN98
50092306,SHANGHAI DUMPLING,Queens,24911,NORTHERN BLVD,11362,7182298788,Chinese,43873,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27,B,43873,44084,Pre-permit (Operational) / Re-inspection,40.76798026,-73.73803958,411,19,147900,4169276,4081260093,QN45
50015399,LAN LARB,Manhattan,637,2 AVENUE,10016,2128891769,Thai,43845,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,27,B,43845,44084,Cycle Inspection / Re-inspection,40.7452371,-73.97555319,106,2,7800,1020160,1009150034,MN20
50079972,GRAND SEOUL,Manhattan,85,CHRYSTIE STREET,10002,2122265555,Korean,43899,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,26,B,43899,44084,Cycle Inspection / Re-inspection,40.71747077,-73.99417764,103,1,1600,1003941,1003040030,MN27
50066286,EL CASTILLO DEL POLLO,Queens,12808,111TH AVE,11420,7188454071,Spanish,43875,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,B,43875,44084,Cycle Inspection / Re-inspection,40.68277861,-73.81326616,410,28,17200,4250838,4116330004,QN55
50085026,ACE THAI KITCHEN,Brooklyn,330,MYRTLE AVENUE,11205,3479874100,Thai,43888,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,26,B,43888,44084,Cycle Inspection / Re-inspection,40.69324245,-73.97326083,302,35,18300,3058289,3020720026,BK68
50072073,RICH RESTAURANT CHINESE FOOD,Bronx,2485,EASTCHESTER ROAD,10469,7186555063,Chinese,43871,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,17,B,43871,44084,Cycle Inspection / Re-inspection,40.86229251,-73.84338539,211,13,31200,2052900,2044770037,BX31
50008732,MI ESPIGUITA,Queens,3244,31ST ST,11106,7185950464,Mexican,43894,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,19,B,43894,44084,Cycle Inspection / Re-inspection,40.76155797,-73.92572103,401,22,5900,4436982,4005870054,QN70
50077348,HATFIELDS,Queens,4005,BELL BLVD,11361,7182240690,American,43872,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,14,B,43872,44084,Cycle Inspection / Re-inspection,40.76414272,-73.77125192,411,19,112300,4138270,4062880008,QN46
41351011,CABRINI 181,Manhattan,854,WEST  181 STREET,10033,2129232233,American,43866,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,21,B,43866,44084,Cycle Inspection / Re-inspection,40.85132232,-73.94007919,112,10,26500,1064301,1021770118,MN36
50038921,NIU POT,Queens,42-35,MAIN STREET,11355,7186403923,Chinese,43881,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,-1,B,43881,44084,Cycle Inspection / Re-inspection,40.7544181,-73.82788125,407,20,85300,4573539,4051357502,QN22
50053242,Da Ge Xiao Chi,Brooklyn,4903,7 AVENUE,11220,7184382800,Chinese,43868,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Y,23,B,43868,44084,Cycle Inspection / Re-inspection,40.64290074,-74.00541585,307,38,10800,3013086,3007860008,BK34
50009924,TOASTIES,Manhattan,924,3 AVENUE,10022,7183097452,American,43880,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,22,B,43880,44084,Cycle Inspection / Re-inspection,40.75933239,-73.96820951,106,4,10000,1036522,1013100038,MN19
50000963,NEW WING CHEUNG (New C Ave. D),Brooklyn,4621,AVENUE D,11203,7186293032,Chinese,43859,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,-1,B,43859,44084,Cycle Inspection / Re-inspection,40.64191234,-73.93294965,317,45,84000,3112290,3049630041,BK91
50060258,HOLE IN THE WALL,Manhattan,15,CLIFF STREET,10038,2126029991,American,43833,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,25,B,43833,44084,Cycle Inspection / Re-inspection,40.70813583,-74.00545003,101,1,1502,1085931,1000767501,MN25
50079512,KING WAH,Queens,6417,FRESH POND RD,11385,7184185858,Chinese,43890,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,25,B,43890,44084,Cycle Inspection / Re-inspection,40.71015026,-73.89922732,405,30,61301,4087502,4036100003,QN20
50033235,OUR NEIGHBOURHOOD SPANISH RESTAURANT,Brooklyn,444,MOTHER GASTON BOULEVARD,11212,7189279302,Spanish,43832,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,23,B,43832,44084,Cycle Inspection / Re-inspection,40.66819977,-73.90648961,316,41,90600,3252323,3035260325,BK81
50085140,SOLIMAR GRILL,Bronx,1478,BEACH AVENUE,10460,3473985482,Spanish,43837,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,24,B,43837,44084,Cycle Inspection / Re-inspection,40.83711481,-73.86718115,209,18,21800,2028218,2038990031,BX08
41706342,ROCKAWAY CAFE,Queens,0,JFK BUILDING 250,11430,7182900840,American,43872,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,18,B,43872,44084,Cycle Inspection / Re-inspection,40.65305472,-73.76787539,483,28,71600,4542328,4142600001,QN98
50072980,OK LAH!,Queens,136-20,38 AVENUE,11354,9176280180,Chinese,43852,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,24,B,43852,44084,Cycle Inspection / Re-inspection,40.76095422,-73.83027924,407,20,87100,4534816,4049787501,QN22
50053242,Da Ge Xiao Chi,Brooklyn,4903,7 AVENUE,11220,7184382800,Chinese,43868,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,23,B,43868,44084,Cycle Inspection / Re-inspection,40.64290074,-74.00541585,307,38,10800,3013086,3007860008,BK34
